id	label	premise	hipothesis
1038	Entailment	The man is giving an interview	An interview is being granted by the man.
1039	Entailment	The cyclist is pedaling over the top of a fence	A cyclist is pedaling over the top of a fence
1040	Entailment	A black and white dog with a big branch is running in the field.	A black and white dog with a large branch is running on the grass.
1041	Entailment	A guitar is being passionately played by a man	A man is playing a guitar
1042	Entailment	Young woman in red dyed shirt is blowing a bubble that is giant	Young girl is blowing a bubble that is big
1043	Entailment	A girl is combing her hair	A girl is brushing her hair
1044	Entailment	Two dogs are fighting for a frisbee in a lake	Two dogs are fighting for a frisbee in a lake
1045	Entailment	A woman is beating two eggs in a bowl and is using a whisk made of metal.	Eggs are being strongly beaten in a bowl by one person
1046	Entailment	Two men are fighting in a cattle corral	Two men are fighting in a corral
1047	Entailment	A machine is sharpening a pencil	A pencil is being sharpened
1048	Entailment	A horse is being ridden by a man	The man is riding a horse
1049	Entailment	A man is dancing on a roof.	A person is dancing on the roof.
1050	Entailment	A cartoon plane is landing	A plane is landing
1051	Entailment	Three friends are making faces for the camera	Friends are making faces at the camera
1052	Entailment	Someone is playing the guitar	Someone is playing the guitar
1053	Entailment	The woman is practicing water skiing without fear	The woman is doing water skiing
1054	Entailment	A chubby face boy is wearing sunglasses	A chubby-faced boy is wearing sunglasses
1055	Entailment	Someone is stirring a pan of peppers with a spoon	Someone is stirring the pepper in a pan
1056	Entailment	An individual is beating an egg	Someone is beating an egg
1057	Entailment	The children are wearing black pants and jumping	Some kids are wearing black pants and jumping
1058	Entailment	Some men in a competition are running outdoors.	Some men in a competition are running abroad.
1059	Entailment	A small child is splashing water inside a blue kiddie pool	The child is splashing water in a pool
1060	Entailment	A yellow dog is running down a sandy path	A yellow dog is running down a sandy path
1061	Entailment	Some people in a drag race are looking at the flames coming out of the cars.	People in a drag race are looking at the flames coming out of the cars.
1062	Entailment	Several people are sitting around a campfire at night	Several people are gathered around the fire at night
1063	Entailment	The men are talking	The men are having a conversation
1064	Entailment	A woman is frying some food	Some foods are being fried by a woman
1065	Entailment	A man in a red uniform is quickly jumping on a mountain bike race.	A man is participating in a bmx race
1066	Entailment	A yellow dog is running down a sandy path	A dog is running
1067	Entailment	A cardboard box is being touched by a man with a black hat	A man with black hat is touching a cardboard box
1068	Entailment	A student with a black bag is in a crowded train	A girl with a black bag is in a crowded train
1069	Entailment	A cat is playing a piano comically	A cat is playing a piano
1070	Entailment	A man is playing the guitar	The guitar is being played by a man
1071	Entailment	The man is driving a car carefully	The man is driving a car
1072	Entailment	A young boy is playing a wind instrument	A boy, who is young, is playing a wind instrument
1073	Entailment	A young child is running down a gravel road that is covered with dead leaves.	A young child is running outdoors on the fallen leaves.
1074	Entailment	A shrewd badger is digging the earth	A badger is cunningly digging the earth
1075	Entailment	A small girl and woman wearing a yellow shirt are being watered by a city fountain.	A small girl and a woman wearing a yellow shirt are being wet near a fountain
1076	Entailment	A cat is walking on the club floor	A cat is walking on a wooden floor
1077	Entailment	Eggs are being cracked in a bowl by the woman	The woman is cracking eggs in a bowl
1078	Entailment	A clown is singing and people are dancing	A clown is singing
1079	Entailment	Four people are sitting on a low cement railing	Some people are sitting on a low cement railing.
1080	Entailment	A man is chopping an onion	A man is cutting an onion
1081	Entailment	A man is dancing upside down on the ceiling	A man is dancing on the ceiling of a room.
1082	Entailment	The boy is playing a guitar	A boy is playing a guitar
1083	Entailment	A dog, which is large and gray, is carrying a ball in its mouth with difficulty and running through the grass.	A dog, which is large and gray, is carrying a ball in its mouth and running through the grass.
1084	Entailment	Two people are carrying colorful baskets and blankets and walking next to a building.	Two people are walking with loaded baskets and blankets.
1085	Entailment	A woman is looking at the view of a city	The woman is looking at the view of a city
1086	Entailment	The deer is jumping over a fence	A deer is jumping over the enclosure
1087	Entailment	The girl is rubbing eyeliner on her eyelid	The girl is using an eye pencil on her eyelid
1088	Entailment	A young girl is dancing	A young woman is dancing
1089	Entailment	Some panda is climbing	A panda is climbing
1090	Entailment	Two boys on the couch are playing video games	A couple of boys are playing a video game
1091	Entailment	A person is playing a piano	A piano is being played by one person
1092	Entailment	A man is on a ship in front of the sunset	A man is in a boat in front of the sunset
1093	Entailment	A baby is happily playing with a dog	A baby is playing with a dog
1094	Entailment	An afraid little boy is on a climbing wall.	A little boy, who looks scared, is on a climbing wall
1095	Entailment	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man.	A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man.
1096	Entailment	A man is displaying a wee monkey	A man is showing a wee monkey
1097	Entailment	A guitar is being played by a man	A man is playing the guitar
1098	Entailment	A sheepdog is herding a flock of sheep	The sheepdog is herding a flock of sheep
1099	Entailment	Oil is being poured into a sautese by a man	A man is pouring oil into a frying pan
1100	Entailment	The woman is catching a kangaroo baby	The lady is catching the kangaroo
1101	Entailment	A woman is amalgamating eggs	A woman is mixing eggs
1102	Entailment	Chunks of butter are being added to the mixer	Some pieces of butter are being added in the mixer
1103	Entailment	The man is taking a picture of himself and another guy	A person is holding an electronic device.
1104	Entailment	Some men are playing cricket	People are playing cricket
1105	Entailment	The man with brown hair is wearing sunglasses and is sitting passively at a table with soda cans and other drinks.	The man with brown hair is wearing sunglasses and is sitting at a table with soda cans and other drinks.
1106	Entailment	The lady is dancing	The woman is dancing
1107	Entailment	A man is shooting with a shotgun.	A man is shooting with a gun.
1108	Entailment	A woman is putting skewers on a shelf.	The skewers are being placed on a shelf by a woman
1109	Entailment	A boy wearing red shorts is jumping in a kiddie pool	A child is wearing red shorts and is jumping in a kiddie pool
1110	Entailment	A man is carrying a tree.	A man is carrying a plant.
1111	Entailment	The car is being driven by a man	A man is driving a car.
1112	Entailment	A person is reading the email	Someone is reading the email
1113	Entailment	A group of people are standing around a soundboard.	A group of people are standing around a stereo
1114	Entailment	Two kids are playing field soccer in the park	Two kids are playing with a ball in the park
1115	Entailment	A dog is chasing a ball in the grass	A ball is being chased by a dog in the grass
1116	Entailment	A small boy is showing his tongue at the camera and another boy is looking at him	One small boy is showing his tongue to the camera and another boy is looking
1117	Entailment	A white horse is being ridden by a man in a blue cowboy hat	A man in a blue cowboy hat is riding a white horse.
1118	Entailment	A dog, which is small and black, is chasing a small brown dog	A little black dog is chasing a little brown dog
1119	Entailment	Some people are dancing.	A group of people are dancing.
1120	Entailment	The woman is slicing herbs	A woman is slicing herbs
1121	Entailment	The machine is sharpening the end of a pencil	A machine is sharpening a pencil
1122	Entailment	Man is making a handstand in the wet sand at the water&#39;s edge on the beach.	A man is holding a handstand at the beach
1123	Entailment	A man is playing the drums	A man is playing the drums
1124	Entailment	A child is surprisingly experiencing a new world.	A child is experiencing a new world.
1125	Entailment	The man is riding a bull who is mechanical	The man is riding a mechanical bull
1126	Entailment	Two white dogs are running and jumping along the beach	Two dogs are playing on the beach
1127	Entailment	People are walking outside a building that has many murals	People are walking outside the building that has several murals
1128	Entailment	Two boys are on the couch playing games on the television	Two boys on the couch are playing video games
1129	Entailment	The person is writing	A person is writing
1130	Entailment	A man is felling a tree with an ax.	A tree is being cut by a man with an ax
1131	Entailment	An Asian woman among many people is carrying a black bag	An asian woman in the crowd is carrying a black bag
1132	Entailment	A dog is running up the grassy hill	A dog is running up a grassy hill
1133	Entailment	A brown and white animal is jumping on the sidewalk	A brown and white dog is jumping on the sidewalk
1134	Entailment	A man is slowly dancing on the road.	A man is dancing on the road.
1135	Entailment	A person on a bicycle is jumping through the air and the sun is shining through the bicycle frame.	The person is flying through the air on the bike
1136	Entailment	A trumpet is being played by one person	A person is playing the trumpet
1137	Entailment	A potato is being peeled by a woman	A woman is peeling a potato
1138	Entailment	The surfer is riding a big wave	A surfer is catching a big wave
1139	Entailment	The man is slicing vegetables	Vegetables are being sliced by a man.
1140	Entailment	The woman is breaking two eggs in a bowl made of glass	The woman is breaking two eggs inside a glass bowl
1141	Entailment	A bowl of soup is being cleaned by a chef.	A boss is cleaning a soup bowl
1142	Entailment	A group of children in the basement of a church are playing maracas and tambourines	A group of children in a basement of a building are playing maracas and tambourines
1143	Entailment	A man is drawing a picture	An image is being drawn by a man
1144	Entailment	An old woman is standing near a dog with white coat.	An old woman is standing near a white dog
1145	Entailment	Different teams are playing soccer on the field	Two teams are playing field soccer
1146	Entailment	The man is carefully feeding a snake with a mouse	A snake is being fed by a mouse by a man.
1147	Entailment	Military officer is shouting at recruits	An officer is talking to the soldiers
1148	Entailment	A black dog is jumping from a dock to a pond	A black dog is jumping from a dock into the water
1149	Entailment	A man is pouring oil into a frying pan	A man is pouring oil into a frying pan.
1150	Entailment	A black dog and a tiny white and black dog are looking up to a kitchen countertop.	Two dogs are looking at a kitchen worktop
1151	Entailment	The group of people are sitting on the floor outside a monument	Some people are sitting on the floor outside a monument.
1152	Entailment	The white bird is landing quickly in the water	A white bird is landing quickly in the water
1153	Entailment	Someone is drawing a person	The person is drawing
1154	Entailment	A cat is crawling under a piece of furniture	An animal is crawling under a piece of furniture
1155	Entailment	A bee is clinging to a yellow flower.	A yellow flower is being grabbed by a bee
1156	Entailment	A man is taking pictures of a lake	A man is attentively taking pictures of a lake
1157	Entailment	A white dog with beige spots is shooting across a field.	A white dog with beige spots is running across a field.
1158	Entailment	A man is crouching and holding a camera	A person is crouching and holding the camera
1159	Entailment	A woman is cutting garlic	A woman is slicing garlic
1160	Entailment	A man is eating food	A man is eating some food
1161	Entailment	The woman is catching a kangaroo that is small	The woman is catching a kangaroo baby
1162	Entailment	Snowboarder is boldly jumping over white snow	Snowboarder is jumping over from white snow.
1163	Entailment	A rabbit is playing with a stuffed rabbit	A rabbit is playing with a toy rabbit
1164	Entailment	A girl is wearing a pink shirt that has white writing and is lying on the grass	A pink shirt with white writing is being worn by a girl lying on the grass
1165	Entailment	A woman is slicing an eggplant	An eggplant is being sliced by a woman
1166	Entailment	A woman is slicing an eggplant	A woman is slicing a vegetable
1167	Entailment	Two animals are running through the park	Two dogs are running fast through a park
1168	Entailment	A man on a motorcycle is around the corner	A man on a motorcycle is turning a corner
1169	Entailment	A small girl is playing a grand piano on stage	A girl is playing the piano
1170	Entailment	The person is writing with a pencil	A person is writing
1171	Entailment	A family is watching a small boy who is hitting a baseball	A child is hitting a baseball
1172	Entailment	A man is playing the guitar	A guitar is being played by a man
1173	Entailment	The man is climbing up a rope	A man is climbing upwards on a rope.
1174	Entailment	The men are having a conversation	The men are talking
1175	Entailment	The squirrel is running in circles.	An animal is running in circles.
1176	Entailment	A man is slicing potatoes	A potato is being sliced by man
1177	Entailment	A boy is looking closely at the calendar	A boy is looking at a calendar
1178	Entailment	The brown dog is jumping in the air	The brown animal is jumping in the air
1179	Entailment	One boy is jumping off a platform and two other boys are standing and staring at him.	One boy is jumping off a platform and two other boys are standing and watching
1180	Entailment	Two dogs are fighting for a frisbee in a lake	Two brown dogs are playing with a frisbee in the water
1181	Entailment	A man is cleaning the rim of a bowl	A man is cleaning the rim of the bowl
1182	Entailment	A lady is being kissed by a man	A woman is being kissed by a man
1183	Entailment	A cat&#39;s hair is being combed by a person	A person is combing a cat&#39;s fur
1184	Entailment	A man is performing a trick on a green bike	A man is doing tricks on a green bike
1185	Entailment	A frog is being handled by the woman	The woman is thumbing a frog
1186	Entailment	A girl is combing her hair	A girl is combing her hair
1187	Entailment	A woman is peeling a potato	The woman is peeling a potato
1188	Entailment	The person is riding a motorcycle on a sandy track	The person is driving a motorcycle on a sand trail
1189	Entailment	A black dog is jumping from a rock in a pond	A black dog is jumping from a dock to a pond
1190	Entailment	A woman is slicing a green pepper	The woman with a knife is slicing a pepper
1191	Entailment	Two people are walking with loaded baskets and colorful blankets.	Two people are walking with loaded baskets and blankets.
1192	Entailment	A woman is grating carrots	Carrots are being grated by a woman
1193	Entailment	A soccer player is being pushed by his opponent	An opponent is attacking a soccer player
1194	Entailment	The dark-skinned man is on one hand in front of a yellow building	The dark-skinned man is standing on one hand in front of a yellow building
1195	Entailment	A man with a hard hat is dancing	The man with a hard hat is dancing
1196	Entailment	The black dog is playing with the brown dog in the sand	A brown dog and a black dog are playing in the sand
1197	Entailment	A cowgirl is riding a horse and surrounding a barrel	A cowgirl is riding a brown horse and is turning around in a barrel
1198	Entailment	A man is sitting on a train and resting his hand against his face.	The man is sitting on the train and rests his hand against his face
1199	Entailment	Five kids are standing in front of a log cabin	Five kids are standing in front of a wooden cabin
1200	Entailment	A dirty caramel dog is rolling in the dirt and looking straight into the camera.	A dog is rolling on the floor
1201	Entailment	A black dog on a leash is walking in the water.	A leash dog is walking in the water
1202	Entailment	Five kids are standing in front of a wooden cabin	Five kids are standing in front of a log cabin
1203	Entailment	The guitar is being played by the man	The guitar is being played by a man
1204	Entailment	The puppy is playing with a plastic container	The dog is playing with a plastic container
1205	Entailment	A brown dog and a black dog are playing in the sand	The black dog is playing with the brown dog in the sand
1206	Entailment	Two little kids are playing with a toy car on the street.	Two little children are playing with a toy car on the street.
1207	Entailment	A plane is taking off	An aircraft is taking off
1208	Entailment	A tanned child is looking at the camera	A tanned child is looking at the camera
1209	Entailment	A person is peeling an onion	The person is peeling an onion
1210	Entailment	A young boy in the blue shirt is jumping in the water	Young boy in a blue shirt is jumping into the water
1211	Entailment	The man and the woman are walking	The man and the woman are walking
1212	Entailment	The man is erasing another man&#39;s work from the panel.	The man is erasing another man&#39;s work on the blackboard
1213	Entailment	A cat is playing with a watermelon	The cat is playing with a watermelon
1214	Entailment	Two kids are peering over a rusty ledge	Two kids are looking over a rusty railing
1215	Entailment	A group of dogs bred for running are wearing striped uniforms and are running along the way.	A group of race dogs are wearing striped uniforms and are running down the track.
1216	Entailment	A woman is peeling a potato	A woman is peeling food
1217	Entailment	A woman is slicing potatoes	Potatoes are being sliced by a woman
1218	Entailment	A horse and rider are jumping fast over a barrier	A horse and his rider are jumping over a barrier
1219	Entailment	A young girl in blue leotard is jumping in the air	A young girl in blue is jumping in the air
1220	Entailment	A man is eating a pizza	Some food is being eaten by a man
1221	Entailment	A man in a purple-dyed shirt is looking at a man in a black shirt who is making a face that looks funny	A man in a dyed purple shirt is looking at the man in the black shirt who is making a funny face
1222	Entailment	A man is leading the race	Some man is leading the race
1223	Entailment	A white dog is standing in the leaves on the ground.	A white dog is standing on the leaves on the ground.
1224	Entailment	A man is reading the email	A person is reading the email
1225	Entailment	A brown dog and a gray dog are playing in the snow.	Two dogs are playing in the snow
1226	Entailment	The crowd is watching two race cars that are leaving the starting line	A crowd is watching two racing cars that are leaving the starting line
1227	Entailment	Some liquid is being poured into a frying pan by a man.	The man is pouring liquid into a pan
1228	Entailment	A blond boy is sliding down a sand dune on a skateboard	A blond boy is sliding down sand dune on a skateboard
1229	Entailment	A person in a blue jacket is jumping from a high cement wall.	A person in a blue jacket is jumping off a tall concrete wall
1230	Entailment	A woman is slicing garlic	A woman is chopping garlic
1231	Entailment	A boat sail is being reflected by the peaceful water.	A boat is calmly sailing on the water.
1232	Entailment	A small boy is jumping in a puddle on the street.	A small boy is jumping in a puddle in the street
1233	Entailment	A person is absently cutting mushrooms with a knife	A person is cutting some mushrooms
1234	Entailment	A woman is catching and holding a baby kangaroo in her arms.	A woman is catching and holding a kangaroo baby
1235	Entailment	A person with a red hooded top and a black backpack is walking next to a rocky wall.	A person in a red hooded jacket and a black backpack is moving near a rocky wall.
1236	Entailment	A tiger cub is playing with a ball	A baby tiger is playing with a ball
1237	Entailment	A person who is snowboarding is jumping in the air.	Snowboarder jumps in the air
1238	Entailment	The bride and groom are leaving after the wedding	The bride and groom are leaving after the wedding
1239	Entailment	Some onions are being cut by one person	A person is slicing some onions
1240	Entailment	A boy is standing in the cold water	A boy is standing in the water
1241	Entailment	An oriental man and two women are staring at a camera.	A group of people are standing together and looking at camera.
1242	Entailment	A wet boy is happily jumping on the dirty wet grass	A wet boy is jumping across the dirty wet grass
1243	Entailment	A woman is sitting and looking at the waterfall	A woman is sitting and looking at a waterfall
1244	Entailment	A young child is riding a bicycle on a bumpy dirt path	A young child is riding a bicycle on a bumpy dirt track
1245	Entailment	A woman is showing a puppy to a child	A woman is showing a wee dog to a child
1246	Entailment	The man is eating a banana near a tree.	A banana is being eaten by a man
1247	Entailment	A black dog is jumping from a rock in a pond	A black animal is jumping from a dock to the water
1248	Entailment	A man and a woman are eating happily	A man and a woman are eating.
1249	Entailment	A person is pouring olive oil into a pan on the stove	A person is pouring oil made with olives into a pan on the stove
1250	Entailment	A girl is exercising	The girl is exercising
1251	Entailment	A woman is cutting tofu	A woman is slicing tofu
1252	Entailment	A person is climbing a rock with a rope, which is pink.	A rock is being climbed by a person with a rope, which is pink
1253	Entailment	An orange child is playing outdoors with a snowball	An orange child is playing with a snowball
1254	Entailment	A man is jumping on a wall that is low.	A man is jumping on a low wall
1255	Entailment	A man is drinking orange juice and walking on a sunny day.	A person is drinking orange juice and walking
1256	Entailment	Two boys are bouncing on colorful balls	Two boys are bouncing on colored balls
1257	Entailment	A puppy is barking loudly	A puppy is barking
1258	Entailment	A yellow dog is running in the white snow on a sunny day.	A dog, which is caramel, is crossing the snow
1259	Entailment	A young man on a bmx bike is jumping on a brickwork ramp	A young man on a bmx bike is jumping from a brickwork pyramid
1260	Entailment	The man in the gray-dyed T-shirt is sitting on a rock in front of a waterfall.	The man in the gray t-shirt is sitting on a rock in front of the waterfall
1261	Entailment	A woman is wearing costume and paint and is riding a bicycle on a busy street.	A bicycle is being pedaled by a woman wearing costume and paint on a busy street.
1262	Entailment	The little cat is playing with a toy	A kitten is playing with a toy.
1263	Entailment	A woman is cutting an onion	A woman is slicing an onion
1264	Entailment	A can is being bitten by a dog	A dog is biting a can
1265	Entailment	A dog standing on both front paws on a rock in a field	The dog is standing with both front paws on a rock in the field.
1266	Entailment	A woman is looking down and is wearing a wedding dress	A woman is looking down and is wearing a wedding veil
1267	Entailment	A baby elephant is eating a wee tree	A tiny tree is being eaten by a baby elephant.
1268	Entailment	People are walking by a crowd in the street.	People are walking down a busy street.
1269	Entailment	A guitar is being played by a man	A man is playing a guitar
1270	Entailment	An onion is being sliced by a woman	A woman is slicing an onion
1271	Entailment	A woman is dancing in a cage.	The woman is dancing
1272	Entailment	A woman is putting a baby in a trash can	A woman is putting a child in a trash can
1273	Entailment	A cat&#39;s hair is being combed by a person	A person is brushing a cat
1274	Entailment	Two dogs are running through the tall grass	Two animals are running through the tall grass
1275	Entailment	A young boy is playing the guitar	A small boy is playing the guitar
1276	Entailment	Two men are struggling	Two men are fighting
1277	Entailment	A biker with a blue jacket, black pants and a white helmet is driving on the ground and people are watching	Blue and black pants are being worn by motocross rider
1278	Entailment	A man is driving a car.	The car is being driven by a man
1279	Entailment	A cow is eating hay	Hay is being eaten by a cow
1280	Entailment	A man is talking on the phone.	A man is making a phone call.
1281	Entailment	Two women with folded arms, who are young, are looking at the screen.	Two young women with arms crossed are looking at the screen
1282	Entailment	The parrot is speaking into the microphone	A parrot is talking
1283	Entailment	A man is chopping onions	A man is slicing onions
1284	Entailment	The potato is being peeled by the lady	The lady is peeling the potato
1285	Entailment	Two teams are competing in a soccer match	Football is being played by two competing teams
1286	Entailment	A dog is barking at a ball	An animal is barking at a ball
1287	Entailment	Two small children are eating a roll in a very small cart	Two young children are eating rolls
1288	Entailment	A woman is rubbing a zucchini with a vegetable brush	A woman is rubbing a zucchini with a vegetable brush
1289	Entailment	A child is wearing a coat and is carrying a red sled behind a child in a green and black coat.	A child is wearing a coat and carrying a red sled near a child in a green and black coat.
1290	Entailment	A man is slowly dancing on the road.	A man is dancing
1291	Entailment	Water is being squirted by a man into a white dog&#39;s mouth with a water pistol	A man is squirting a white dog&#39;s mouth water with a water pistol
1292	Entailment	A man is making a sketch	A man is drawing
1293	Entailment	A tiger is walking in circles for no purpose	A tiger is wandering aimlessly
1294	Entailment	A person is slicing garlic into pieces with a knife	A person is cutting garlic into pieces with a knife.
1295	Entailment	A woman is peeling a potato	Potato is being peeled by a woman
1296	Entailment	A boy is standing in front of the blue-painted building in the space reserved for people with disabilities.	A boy is standing in front of the blue building in the space reserved for disabled people.
1297	Entailment	A man and a woman walk through wooded areas together	A man and a woman are walking through the woods together
1298	Entailment	A big white dog is jumping up in the snow	A big white animal is jumping up in the snow
1299	Entailment	A big flute is being played by a man	A man is playing a big flute
1300	Entailment	A monkey is teasing a dog at the zoo	A dog is being teased by a monkey at the zoo
1301	Entailment	A lion is tiredly walking anxiously in a cage.	A lion is walking slowly
1302	Entailment	A golden retriever is running	A dog is running
1303	Entailment	A woman is holding and holding a kangaroo, which is a baby, in her arms.	A woman is catching and holding a baby kangaroo in her arms.
1304	Entailment	A black dog is jumping from a dock into the water	A black dog is jumping from a dock into the water
1305	Entailment	A teenage boy is talking to a girl with a webcam	A teenage boy is talking to a girl with an internet camera
1306	Entailment	A man is carelessly spreading butter on a garlic bread.	The man is carelessly spreading the butter on a slice of garlic bread
1307	Entailment	The woman is playing a flute	A woman is playing the flute
1308	Entailment	The man is setting up a camera and takes photographs of a sunset on a beach.	The man is setting up the camera and taking pictures of the sunset at the beach
1309	Entailment	Young children are playing in a water fountain in front of few people.	Kids are playing in a fountain that is splashing water from the ground
1310	Entailment	A woman is riding a brown horse	A woman is riding a horse
1311	Entailment	Two kids are crouching under some metal bars	Two kids are crouching under some metal bars
1312	Entailment	A cow is eating grass	A cow is grazing
1313	Entailment	A man is turning on the microwave	A man is pushing the buttons of a microwave
1314	Entailment	A girl who is small with blond hair is smiling and sitting on a swing	A little girl with blond hair is smiling and sitting on a swing
1315	Entailment	The woman is slicing an onion	An onion is being sliced by the woman
1316	Entailment	A guy is dancing	A man is dancing
1317	Entailment	A monkey is kicking a person&#39;s gloved hand	A monkey is kicking a person&#39;s glove
1318	Entailment	The boy, who is young, is riding the waves of the sea	A child is running in and out of the ocean waves
1319	Entailment	A dog is looking around	An animal is looking around
1320	Entailment	A young man on a bmx bike is jumping on a brickwork ramp	A cyclist is jumping on a pyramid-shaped ramp
1321	Entailment	A little girl is playing a grand piano on stage	A girl is playing the piano
1322	Entailment	A woman is slicing a large pepper.	A woman is slicing a pepper that is big
1323	Entailment	A woman is caressing a lemur	A lemur is being petted by a woman
1324	Entailment	Some fish are swimming	A fish is swimming
1325	Entailment	Two teams are enthusiastically playing field soccer	Different teams are playing soccer on the field
1326	Entailment	A man is doing exercises.	The man is doing exercise
1327	Entailment	Meat is being minced to pieces by a woman	A woman is cutting meat into pieces
1328	Entailment	A dog is crossing a river on a bridge made of a fallen tree.	A river is being crossed by a dog on a bridge made of a fallen tree.
1329	Entailment	The women are dancing outside	A group of people are dancing.
1330	Entailment	A person is quickly mincing mushrooms with a knife	A man is quickly mincing some mushrooms with a knife
1331	Entailment	A man is getting in a car	A man is getting into a car
1332	Entailment	A young couple is lying in bed	A young couple is lying in a bed together
1333	Entailment	A person is combing a cat&#39;s fur	A person is brushing a cat
1334	Entailment	A man is playing a big flute	A flute is being played by a man
1335	Entailment	A man is touching the keyboard with his nose	A man at the keyboard is playing with his nose
1336	Entailment	A man is slicing a tomato	The man is slicing a tomato
1337	Entailment	The man is dancing	A man is dancing
1338	Entailment	A white horse is standing still	A horse is standing
1339	Entailment	Two women are dancing and singing in front of a crowd	Two women are dancing and singing in front of many people.
1340	Entailment	A woman is dicing a carrot	The woman is cutting a carrot
1341	Entailment	A dirty caramel dog is rolling in the dirt and looking straight into the camera.	A dirty caramel dog is rolling in the dirt and looking straight into the camera
1342	Entailment	A woman is cracking some eggs in a bowl	A woman is adding ingredients to a bowl.
1343	Entailment	One man is climbing a wall made of stone and another man is holding the rope	One man is climbing a rocky wall and another man is holding a rope.
1344	Entailment	A man and woman are driving down the street in a jeep.	Two people are driving down the street in a jeep
1345	Entailment	The drums are being played by man	A man is playing the drums
1346	Entailment	A man is speaking at a podium	A podium is where a man is talking
1347	Entailment	Vegetables are being mixed in a pan by a man	A man is mixing vegetables in a pan
1348	Entailment	A man is talking on the radio.	A man is talking
1349	Entailment	A woman is slicing butter	A woman is cutting butter
1350	Entailment	A man is playing a flute	A flute is being played by a man
1351	Entailment	A boy is playing the piano excitedly	A boy is happily playing a piano
1352	Entailment	Someone is jumping in the air on a board	Someone is jumping in the air on a board
1353	Entailment	A young child is running outdoors on the fallen leaves.	A young child is running outside over some fallen leaves
1354	Entailment	A young girl in blue leotard is jumping in the air	A young girl in blue is jumping in the air
1355	Entailment	A woman is poking an octopus	A woman is cutting an octopus
1356	Entailment	The boss is carefully pouring oil into a frying pan	Some liquid is being poured into a frying pan by a man.
1357	Entailment	A person with cycling gear is standing facing some mountains	A person wearing cycling clothes is standing firmly in front of the mountains.
1358	Entailment	A man is playing a violin	A violin is being played by a man
1359	Entailment	A man is drawing on a digital whiteboard	A man is drawing on a board.
1360	Entailment	A newly married couple is walking down the aisle	The bride and groom are leaving after the wedding
1361	Entailment	A horse and his rider are jumping over a barrier	A horse is jumping over the hurdle and has a rider on his back.
1362	Entailment	Three people are driving ATVs	Three people are driving four-wheeled vehicles in a field.
1363	Entailment	A soccer player in red and white uniform is being held up by two teammates	Two teammates are leading a soccer player in a red and white uniform
1364	Entailment	A man is talking to a girl using an internet camera.	A man is talking to a girl with an internet camera
1365	Entailment	A colorful toy is being carried by a brown dog in the grass.	A brown dog is carrying a colorful toy in the grass
1366	Entailment	A rock is being climbed by a person with a rope, which is pink	A man is climbing a cliff with a rope.
1367	Entailment	A big green ball is dropping a potato	A big green ball is hitting a potato
1368	Entailment	A man is cutting a fish	A man is slicing a fish
1369	Entailment	A group of children in uniforms are standing at a gate and one is kissing their mother	A group of children wearing the same clothes are waiting at a gate and one is kissing their mother
1370	Entailment	A man is singing into an old microphone	A man is singing into a microphone
1371	Entailment	The dog is having fun with a toy	A dog is playing with a toy
1372	Entailment	A skilled man is playing guitar on stage	A man is playing a guitar on stage.
1373	Entailment	A woman is riding a horse	A horse is being ridden by a woman
1374	Entailment	The girl in blue is chasing the base runner with a number on the team shirt	The girl in blue is chasing the player with a number on the team shirt
1375	Entailment	A young child is running down a road made of gravel covered with dead leaves.	A young child is running outdoors on the fallen leaves.
1376	Entailment	A monkey is brushing the dog	The monkey is brushing the dog
1377	Entailment	A woman is boiling pasta in the water	Pasta is being boiled in water by a woman
1378	Entailment	A man in a blue cowboy hat is riding a white horse.	A white horse is being ridden by a man in a blue cowboy hat
1379	Entailment	Four people are struggling through the thick snow as the sun is setting	Four people are walking through the thick snow and the sun is setting
1380	Entailment	The person is dicing a pepper that is orange	An orange pepper is being diced by one person
1381	Entailment	Cereal is being eaten by man	A man is eating a bowl of cereal.
1382	Entailment	A little girl is playing a grand piano on stage	A small girl is playing a grand piano on stage
1383	Entailment	A puppy is rolling back and forth repeatedly	A dog is rolling around
1384	Entailment	A man is crouching in the bush and taking a photograph	A man is crouching and holding a camera
1385	Entailment	A cat is playing a piano comically	A cat is playing keyboards
1386	Entailment	A teen girl is wearing beads that are red	Teen girl is wearing beads that are red
1387	Entailment	Someone is playing a piano	A piano is being played by someone
1388	Entailment	A young boy is riding a mountain bike through the mud	A young boy is riding a mountain bike through the mud
1389	Entailment	A fish is being sliced by a man	A man is slicing a fish
1390	Entailment	Two kids are playing in a pool with a green colored crocodile float	Two kids are pushing an inflatable crocodile in a pool
1391	Entailment	Two preteen twin boys are dueling with sticks	Two preteen twin kids are dueling with bats
1392	Entailment	A person on the motorcycle is raising an arm	The person on the motorcycle is raising his arm
1393	Entailment	Someone is peeling a banana	Someone is peeling a banana
1394	Entailment	The cat is playing keyboards	A cat is playing keyboards
1395	Entailment	The man is slicing a potato	The person is slicing the potato
1396	Entailment	Two people are in the snow wearing camouflage clothing	Some people are in the snow wearing camouflage clothing
1397	Entailment	Two boys on the couch are playing video games	Two boys are playing a video game
1398	Entailment	The man is walking happily in the forest	A man is walking in the woods
1399	Entailment	A woman is putting on makeup	The woman is putting on makeup
1400	Entailment	A chef is preparing a meal	A chef is cooking a meal
