id	label	premise	hipothesis
777	4.8	Some brown and black dog is running through the leaves	A brown and black dog is running through the leaves
778	4.3	The man is singing and playing the guitar	A man is performing with the guitar
779	4.4	A woman is dancing and singing in the rain.	A woman is performing in the rain
780	4.6	The white dogs are looking curiously at the black llama	The white dogs are looking at the black llama
781	4.9	A small girl in a pink shirt is running under a tree in the desert.	Little girl in a pink shirt is running under a tree in the desert
782	4.6	One boy in orange shorts is standing on a rock cliff above the water and the other boy in black shorts is jumping from there into the water.	One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is diving into the water.
783	4.9	Two men are looking out and binoculars are being held by one of them	Two men are looking out and one is holding binoculars
784	4.9	A girl is communicating with sign language	A girl is using sign language
785	4.4	A young man is talking with a leaf	A boy is talking with a leaf
786	4.4	A cheetah is chasing its prey across a field	A cheetah is running fast after its prey
787	3.2	A girl is jumping in a car	A girl is jumping in the car
788	5.0	A woman is pulling a sticky goo out of a bowl	Some sticky slime is being taken from a bowl by a woman
789	4.6	Two men are talking	Two people are talking
790	5.0	Hay is being eaten by a cow	A cow is eating hay
791	5.0	A woman is frying fish	The fish is being fried by a woman
792	5.0	A brown dog is running in the snow	The brown dog is running in the snow
793	5.0	A man is pouring oil into a frying pan	Oil is being poured into a sautese by a man
794	4.5	A woman is mixing eggs	A woman is amalgamating eggs
795	5.0	A man is putting garlic on some bread slices	A man is putting garlic on some bread slices
796	4.8	An onion is being cut by a man	A man is slicing an onion
797	4.4	A cheetah is running fast after its prey	A cheetah is chasing its prey across a field
798	4.9	The white dog wearing reindeer ears is next to a brown dog	The white dog wearing reindeer ears is near a brown dog
799	4.4	A cat is playing a piano	A cat is playing keyboards
800	4.6	A man in a pose is being playfully assisted by another man	A man doing a pose is being watched by another man
801	4.2	Two little-looking boys in tuxedos are sitting on a red carpet floor	Two little boys are wearing tuxedos
802	4.9	Someone is peeling a banana	Someone is peeling a banana
803	4.9	A caramel dog is running through the snow	A dog, which is caramel, is crossing the snow
804	4.9	The girl is carrying a sign and a group of people are following her	The girl is carrying a board and is being followed by a group of people.
805	4.7	A man is chopping a tree with an ax	A man is felling a tree with an ax.
806	4.9	A young boy is playing in the park with his mother	A young old boy is playing in the park with his mother
807	4.2	The woman is breaking two eggs inside a glass bowl	An egg is being cracked in a bowl by a woman
808	5.0	A person is playing the trumpet	A trumpet is being played by one person
809	4.7	A child is smiling at the camera and swimming under the water	A child is smiling at the camera and swimming under water
810	4.3	A camera is being hung on the nail by a man	The man is hammering a nail with a camera
811	4.8	Five kids are standing together and one child has a pistol	Five kids are standing together and one child has a gun
812	4.9	A little oil is being poured over the tomatoes by a man	The man is pouring oil on some tomatoes
813	4.6	The person is quickly slicing a vegetable	The person is slicing a vegetable
814	4.9	The woman is walking a dog down the street	A woman is walking the dog on the street
815	5.0	A cat is thrown on the ceiling by one person	A person is throwing a cat at the ceiling
816	5.0	An onion is being sliced by one person	A person is slicing an onion
817	5.0	The man and the woman are walking through the woods	A man and a woman are walking through the woods
818	4.9	Two young boys are eating rolls	Two young boys are eating rolls
819	4.6	A woman is exercising	A person is exercising
820	4.9	A band is performing on stage	A band is playing on stage.
821	4.5	Man is making a handstand in the wet sand at the water&#39;s edge on the beach.	Man is making a handstand on the wet shore at the water&#39;s edge on the beach.
822	4.0	The eastern lady is cutting a carrot into pieces that are thin	A woman is slicing a carrot
823	4.1	Two bmx cyclists are jumping off ramps in front of the water	Some cyclists are flying over the track near the water and the skyline.
824	4.3	A black dog is walking across a rocky terrain	A black dog is moving along a rocky terrain.
825	4.5	A boy is looking at a calendar	A boy is studying a calendar
826	3.5	A person on a bicycle is jumping through the air and the sun is beautifully illuminating the bicycle frame.	The person is flying through the air on a bicycle.
827	4.9	A woman is dancing and a man is playing the keyboard.	The woman is dancing and a man is playing the keyboard
828	4.3	A woman is casting a shadow	The woman is putting on makeup
829	4.8	A boy next to some rag buckets is holding something	A boy next to some rag buckets is holding an object
830	4.5	A couple is looking at a map.	A couple is looking at a street guide
831	4.8	A man is making a phone call	A man is making a phone call.
832	4.8	Two dogs are jumping across the snowy grass and rocks	Two dogs are jumping across snowy grass and rocks.
833	4.9	A woman is playing the violin	The violin is being played by a woman
834	4.7	A ball is being chased by a dog in the grass	The dog is chasing a ball in the grass
835	4.6	Some teenage girls are dancing for the camera.	Some teens are dancing for the camera.
836	4.7	A couple is sitting on a patio and looking at the ocean.	A couple is sitting on a patio and is facing the ocean.
837	5.0	A seemingly malnourished dog is standing on its hind legs and getting ready to jump.	The malnourished looking dog is standing on its hind legs and is preparing to jump
838	4.8	Some men are sawing.	Men are sawing
839	4.3	Men are sawing logs	Some men are sawing.
840	4.9	A pizza is being eaten by a man	A man is eating a pizza
841	4.9	A man is lifting bars	The man is lifting dumbbells
842	5.0	Some man is leading the race	A man is leading the race
843	4.4	A man is riding a horse	The person is riding the animal
844	4.5	A dog is playing in the green field	A dog is playing in the green grass
845	4.7	The woman is playing an acoustic guitar and singing	A person is playing a guitar and singing
846	4.8	A black dog is jumping from one hay ball to another hay ball	A black dog is jumping from one hay ball to another hay ball
847	4.9	A dog is being teased by a monkey at the zoo	A monkey is teasing a dog at the zoo
848	4.4	An old woman is standing near a white dog	An old woman is standing near a dog with white coat.
849	4.6	Several people are sitting around a campfire at night	People are clustered around a campfire at night
850	4.3	A boy is playing the piano excitedly	A piano is being played by one person
851	4.4	A white dog and a black dog are running happily side by side in the grass.	A black and a white dog are running happily in the grass.
852	4.4	Someone is checking the email	Someone is reading the email
853	4.9	An orange pepper is being diced by one person	The person is dicing a pepper that is orange
854	4.4	A lady is mixing a meat mixture in a bowl.	The lady is stirring meat in a bowl
855	4.9	The woman with a white sweater is getting a tattoo on the hand of a teenager	A tattoo is being drawn on a teenager&#39;s hand by the woman in the white sweater
856	4.9	Two brown dogs are playing with a frisbee in the water	Two brown dogs are playing with frisbee in the water
857	4.4	The man is chopping a potato	A man is cutting a potato
858	4.9	Ice hockey goalkeeper is wearing a yellow team jersey and is defending the goal	The goal is being saved by a yellow team hockey player
859	4.0	A group of men are fighting	Two men are fighting
860	4.4	A small girl is playing a grand piano on stage	A small girl is playing the piano
861	4.3	A man is calling	A man is talking on the phone.
862	4.9	The outdoor ice skating rink is full of people	An outdoor ice skating park is full of people
863	4.7	A cartoon plane is landing	A cartoon plane is landing
864	4.2	A kitten is drinking fresh milk.	The milk is being drunk by a cat
865	4.9	A tree is being cut by a man with an ax	A man is chopping a tree with an ax
866	4.9	The black bird is sitting comfortably in a leafless tree	The black bird is sitting on a leafless tree
867	5.0	The man is sitting outdoors under a purple umbrella	The man is sitting outside under a purple umbrella
868	4.5	The girl is trotting on the horse	A horse is being ridden by a girl
869	4.9	A plane is taking off	An airplane is taking off
870	3.4	A distant person with a blue backpack is climbing an area full of rocks.	The person is walking
871	4.6	Runners are competing on a track.	Runners are running down a track
872	4.2	A man is cutting the toe of an empty leather boot with a sword.	A man is cutting a boot with a sword.
873	4.9	A little brown and white dog is running on the sidewalk	A tiny brown and white dog is running on the sidewalk.
874	4.4	A young topless woman is covered in paint.	A topless girl is covered in paint.
875	4.735	The woman is frying a breaded pork chop	A woman is cooking empanada pork chop
876	4.5	The man is riding a mechanical bull	A person is riding a mechanical bull.
877	4.7	The man is operating a shorthand machine	A man is typing on a machine used for shorthand
878	4.9	A woman is peeling a potato	A woman is peeling a potato
879	4.7	A man is practicing drums	A man is playing the drums
880	5.0	A woman is beating two eggs in a bowl and is using a whisk made of metal.	A woman is beating two eggs in the bowl and is using a whisk made of metal
881	4.9	A man is chopping a tree with an ax	A tree is being cut by a man with an ax
882	4.7	One person riding a bicycle is wearing equipment that is black	A biker is wearing a gear that is black
883	4.9	A man is wearing a red jacket and standing next to a yellow canoe over boulders with water in the background.	A man is wearing a red jacket and standing next to a red canoe on some rocks with water in the background.
884	4.7	A woman is wakeboarding at the lake	A woman is wakeboarding in a lake
885	4.5	The boy is examining a calendar	A boy is looking at a calendar
886	4.8	The small boy is riding a bicycle in a race	A bicycle is being pedaled by a small boy in a race
887	5.0	A red and brown dog is sticking its muzzle in the gift bag.	The red and brown dog is sticking its muzzle inside a gift bag
888	4.5	A cow is grazing	A cow is eating grass
889	4.5	A group of men are fighting	Some men are fighting
890	4.7	The young girl in blue is enjoying a slide	The young girl in blue is having fun on a slide
891	4.7	A dog is taking a piece of wood from the clear water.	A dog is taking a stick from very clean water
892	4.6	A man is adjusting a silencer on a gun.	A man is fitting a silencer into a pistol
893	4.9	Two dogs are being petted by a man	A man is petting two dogs
894	4.5	Three boys in karate uniforms are fighting	Three boys in karate uniform are fighting
895	4.5	A boy is mowing the lawn with shears	A child is mowing grass with scissors
896	4.7	Someone is feeding an animal	Someone is feeding an animal
897	4.9	The girl is using an eye pencil on her eyelid	The girl is rubbing eyeliner on her eyelid
898	3.9	A child with a splashing gun is laughing and being hit by other boys	A child is holding a water gun
899	4.4	A man is holding a sign selflessly and is seeking money	A man is holding a sign and is seeking money
900	4.9	Ferrets are climbing shelf below	Some ferrets are climbing shelf below
901	4.6	A band is singing loud	A band is singing
902	4.7	A dog is running after a ball in the grass	A dog is chasing a ball in the grass
903	5.0	A man is typing on a machine used for shorthand	The man is typing on a machine used for shorthand
904	4.8	A woman is cutting an onion	An onion is being cut by a woman
905	4.6	A man is wearing a blue plaid shirt and is happy unicycle riding in the street.	A man is wearing a blue plaid shirt and riding a unicycle on the street.
906	4.9	A tree is being picked up by a man	A man is picking a tree
907	4.3	Some fish are swimming.	A fish is swimming
908	5.0	The girl is sitting on the couch and doing crochet	The girl is sitting on the couch and is crocheting
909	4.8	A man and a woman are walking down a city street	A man and a woman are walking down a city street
910	4.9	A boy, who is young, is jumping in the air with his knees bent and his arms open	A young boy is jumping in the air with his knees bent and arms open
911	4.9	One boy is holding a hose next to a man and another boy is watching	A hose is being held by a boy next to a man and another boy is watching
912	5.0	A guy is cutting a tomato	Someone is cutting a tomato
913	4.0	A brown dog is passing a snowy trail	A dog is running on a snowy path.
914	4.9	A person is combing a cat&#39;s fur	A cat&#39;s hair is being combed by a person
915	4.8	Drinks are being held by people pointing at the camera.	A group of people are holding drinks and pointing at the camera.
916	4.2	A man is putting vegetables in a pan	Someone is pouring ingredients into a pan
917	5.0	The flute is being played by the woman	A woman is playing a flute
918	4.1	A dog is running across a field and chasing a ball	A dog is running towards a ball
919	4.9	A person is quickly cutting mushrooms with a knife.	A person is quickly mincing mushrooms with a knife
920	4.2	A woman is putting on lipstick	A woman is putting on makeup
921	5.0	A tomato is being sliced by a woman	A woman is slicing a tomato
922	4.8	A tennis player in the middle of the game is holding a racket	A racket is being held by a tennis player in the middle of the game.
923	4.9	A bell pepper is being cut into pieces by one person	A person is cutting chili into pieces
924	4.0	Two men are fighting in a cow pasture	Two men are fighting in a corral
925	4.4	The man is painting	A man is drawing
926	4.8	The policeman is sitting on a policeman bike	The policeman is sitting on the police bike
927	4.5	Two people in two chairs are reading nicely	Two people in two chairs are reading
928	4.8	Young boy is climbing the stone wall	A young boy is climbing a stone wall
929	5.0	A boy is playing a guitar	A guitar is being played by a boy
930	4.4	A tiger is walking outside the cage	A tiger is walking around the cage.
931	5.0	The cat is eating some corn	A cat is eating some corn
932	5.0	A rock is being climbed by a person with a rope, which is pink	A person is climbing a rock with a rope, which is pink.
933	4.5	A man is riding a mechanical bull.	A person is riding a mechanical bull.
934	4.7	People are walking outside the building that has several murals	People are walking outside a building that has many murals
935	4.9	A woman is peeling the potato	Potato is being peeled by a woman
936	4.9	The paper is being cut with scissors	Some paper is being cut
937	4.3	A man is drinking orange juice and walking on a sunny day.	A man is drinking orange juice and walking.
938	4.9	South African plane is flying in the blue sky	The plane, which is South African, is flying in a blue sky.
939	4.8	A man is breaking planks made of wood with his hands.	A man is breaking wooden tables with his hand.
940	4.7	A man is holding a frog	A person is holding a frog
941	4.2	The woman is thumbing a frog	A person is holding a frog
942	4.9	Two brown dogs are playing with frisbee in the water	Two brown dogs are playing with a frisbee in the water
943	5.0	A woman is applying cosmetics on her eyelid.	A woman is putting makeup on her eyelid
944	4.9	A girl is cutting butter in two pieces	A girl is cutting the butter in two pieces
945	4.7	A person is cutting some mushrooms	A person is slicing mushrooms
946	4.4	Two little boys dressed in tuxedos are standing on a red carpet	Two little boys are wearing tuxedos
947	4.7	A person is slicing mushrooms	A person is cutting mushrooms with a knife.
948	4.7	A woman is wearing a blue shirt with a white vest and a white hood and is talking and marching	A woman is wearing a shirt, which is blue, with a white vest and a white cap, and is talking and walking.
949	4.9	A pair of white dogs are running and jumping along a beach.	Two white dogs are running and jumping along the beach
950	4.8	Rugby players are facing each other	Some people who play rugby are facing each other
951	5.0	The lady is peeling the potato	A woman is peeling a potato
952	4.3	The woman wearing jeans is sitting in the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle
953	4.5	A soccer player is passing a judge carrying a soccer ball	A person playing soccer is running to a judge who carries a soccer ball
954	4.8	The policeman is sitting on the police bike	The policeman is sitting on a policeman bike
955	4.1	The man is playing an acoustic guitar	A man is playing the guitar
956	4.9	An Asian girl in front of a brick window looks surprised	An Asian girl standing in front of a brick window looks surprised
957	4.4	A dog is running up the grassy hill	A dog is running uphill
958	4.3	A person wearing gray pants is jumping in the air on a snowboard	A person is wearing gray pants on a snowboard
959	4.9	A baby is being put in a bin by a woman	A woman is putting the baby in a trash can
960	4.0	The wee boy is standing in the forest	A young child is standing in front of some trees.
961	5.0	A guitar is being played by a boy	A boy is playing a guitar
962	4.6	The person is riding a horse	The person is riding the animal
963	4.8	A woman is cutting a tomato	A woman is slicing a tomato
964	4.8	A man is making a phone call	A man is talking on a cellphone
965	4.3	Two girls with dogs are walking on a forest path	Two dogs and two people are walking in the woods
966	4.6	The man is talking on the phone	The man is talking on the phone
967	5.0	The onion is being cut by man	A man is slicing an onion
968	4.4	A boy is hitting a man with a sword	A man is being hit by a child with a gun
969	4.9	A person playing field soccer is kicking a ball to the goal	A soccer player is kicking the ball into the goal
970	4.5	The man and the woman are walking	The man and the woman are walking
971	5.0	A person is riding a bicycle	A bike is being pedaled by one person
972	4.6	A woman is dancing with grace	A woman is dancing
973	4.9	The doctor is helping the patient	The patient is being helped by the doctor
974	4.8	A man is holding a tiny animal in one hand	A man is holding a small animal in one hand.
975	5.0	The person is jet skiing in the waves	A person is driving a jet ski in the waves.
976	4.9	A man is standing in the water at the base of a waterfall	The man is standing in the water at the base of the waterfall
977	4.3	The person is going to the sea	The person is entering the water
978	4.4	Two scared boys are talking on the phone	Two boys are talking on the phone
979	4.5	The dog is snapping a few drops of water	The dog is biting a few drops of water
980	4.5	The child is happily slipping in the snow	A child is slipping in the snow
981	4.9	The man is making a big leap	A big jump is being performed by a man
982	4.6	The woman is stirring meat in a bowl	A lady is mixing a meat mixture in a bowl.
983	5.0	A man is playing the drums	The drums are being played by man
984	4.7	The woman is chopping garlic	The woman is slicing garlic
985	4.9	The woman and the man are traveling by car	Woman and man are motoring
986	5.0	The purple, white and black player is playing near the end of the field.	A player in purple, white and black is playing near the end of the field.
987	4.9	Children are playing in front of a large door.	The children are playing in front of a very large door.
988	4.6	Several boys are jumping on a trampoline	Several kids are jumping on a trampoline
989	5.0	A band is performing on stage	A band is performing on the stage.
990	5.0	A man is screwing a piece of wood into a wall	A piece of wood is being screwed to a wall by a man
991	4.8	Military officer is shouting at recruits	Military officer is shouting at recruits
992	4.6	A man is strumming a guitar	A man is playing the guitar
993	5.0	The woman is thumbing a frog	A frog is being handled by the woman
994	4.4	A small group of men are happily playing cricket.	People are playing cricket
995	5.0	A wee boy in a yellow shirt is laughing at the beach	A wee boy in a shirt, who is yellow, is laughing at the beach
996	4.5	A man is standing in the snow on the edge of a mountain.	A person is standing in the snow on the edge of a mountain.
997	4.9	A boy is climbing effortlessly up an artificially built wall for climbing and is attached to a rope	A boy is climbing up a climbing wall and is attached to a rope
998	4.5	A person is riding a bike along a muddy trail	A person rides a bike along a trail
999	5.0	The man in the suit is standing facing a microphone and singing	A man in a suit is standing in front of a microphone and singing
1000	4.6	A man is working on the laptop	A man is working at the computer
1001	4.7	A boy is walking fearfully across a bridge	A boy is walking across a bridge
1002	4.8	The woman is playing an electric guitar	The woman is playing a guitar that is electric
1003	4.6	An old woman is shaking hands with a man	Two people are shaking hands
1004	4.7	The woman is slicing a tomato	The lady is slicing a tomato
1005	4.9	The woman is squeezing juice from a lemon	A woman is squeezing juice from a lemon.
1006	5.0	A man is emerging from a swamp	The man is emerging from a swamp
1007	4.9	Two men are taking a break from a trip on a snow-covered road.	Two men are taking a break from the trip on a snowy road.
1008	4.8	Three kids are running down the grassy slope	Three infants are running downhill
1009	4.7	A blonde girl is surfing	A blonde girl is riding waves
1010	5.0	A lady is putting on makeup	A woman is putting on makeup
1011	4.5	A small group of men are happily playing cricket.	Some men are playing cricket
1012	4.7	A woman is talking on a telephone	A woman is talking on a telephone device
1013	4.7	A guy is mowing the lawn	A man is mowing grass
1014	4.7	A small girl is looking at a fantasy woman	A young girl is looking at a fantasy woman
1015	4.6	A man is following a woman through the woods	A man and a woman are walking through the woods
1016	4.7	Two men are competing in a tire competition	Two men are competing in a tire race
1017	4.3	A brown dog is standing in a lake	A brown dog is standing in the water
1018	4.9	A piano is being played by one person	A person is playing a piano
1019	4.8	A boy is playing a guitar	A child is playing a guitar
1020	4.9	An onion is being cut by a man	The onion is being cut by man
1021	5.0	A snowball is being made by a child	A child is making a snowball
1022	4.4	A dog, which is brown, and a black are running on the grass.	A dog, which is brown, and one that is black, are running in the grass.
1023	4.3	Two boys in white clothes and red protective gear are fighting on a rug	Two kids in white clothes and red safety gear are fighting on a rug
1024	4.2	A cyclist is jumping on a pyramid-shaped ramp	A young man on a bmx bike is jumping from a brickwork pyramid
1025	4.5	The man is riding a mountain bike	A person on a bicycle is riding on one wheel only.
1026	4.7	A man is slowly bending a tortilla	A man is folding a tortilla
1027	4.715	A woman is walking the dog on the street	The dog is being taken for a walk by the woman
1028	4.9	A cat is sliding upside down on a couch	A cat is sliding upside down on a couch
1029	5.0	A woman is playing a flute	The woman is playing a flute
1030	4.465	Four people are floating in a dinghy	Some people are floating in a dinghy
1031	5.0	A horse is being ridden by a man	A man is riding a horse
1032	4.7	A man is putting vegetables in a pan	Vegetables are being put in a pan by a man
1033	5.0	Motocross rider is wearing blue and black pants	Blue and black pants are being worn by motocross rider
1034	5.0	A man is riding a horse	The man is riding a horse
1035	4.5	Four boys are kneeling next to each other in front of a ball	Some boys are kneeling next to each other in front of a ball
1036	4.4	A dog is taking a nap in the park	The dog is resting in the park
1037	4.9	A person is cutting an onion	This person is cutting an onion
1038	4.8	The man is giving an interview	An interview is being granted by the man.
1039	4.9	The cyclist is pedaling over the top of a fence	A cyclist is pedaling over the top of a fence
1040	4.3	A black and white dog with a big branch is running in the field.	A black and white dog with a large branch is running on the grass.
1041	4.5	A guitar is being passionately played by a man	A man is playing a guitar
1042	3.8	Young woman in red dyed shirt is blowing a bubble that is giant	Young girl is blowing a bubble that is big
1043	4.1	A girl is combing her hair	A girl is brushing her hair
1044	4.9	Two dogs are fighting for a frisbee in a lake	Two dogs are fighting for a frisbee in a lake
1045	4.3	A woman is beating two eggs in a bowl and is using a whisk made of metal.	Eggs are being strongly beaten in a bowl by one person
1046	4.6	Two men are fighting in a cattle corral	Two men are fighting in a corral
1047	4.5	A machine is sharpening a pencil	A pencil is being sharpened
1048	5.0	A horse is being ridden by a man	The man is riding a horse
1049	4.5	A man is dancing on a roof.	A person is dancing on the roof.
1050	4.3	A cartoon plane is landing	A plane is landing
1051	4.7	Three friends are making faces for the camera	Friends are making faces at the camera
1052	4.8	Someone is playing the guitar	Someone is playing the guitar
1053	4.5	The woman is practicing water skiing without fear	The woman is doing water skiing
1054	4.5	A chubby face boy is wearing sunglasses	A chubby-faced boy is wearing sunglasses
1055	4.5	Someone is stirring a pan of peppers with a spoon	Someone is stirring the pepper in a pan
1056	4.8	An individual is beating an egg	Someone is beating an egg
1057	4.9	The children are wearing black pants and jumping	Some kids are wearing black pants and jumping
1058	4.1	Some men in a competition are running outdoors.	Some men in a competition are running abroad.
1059	4.1	A small child is splashing water inside a blue kiddie pool	The child is splashing water in a pool
1060	4.7	A yellow dog is running down a sandy path	A yellow dog is running down a sandy path
1061	4.9	Some people in a drag race are looking at the flames coming out of the cars.	People in a drag race are looking at the flames coming out of the cars.
1062	4.565	Several people are sitting around a campfire at night	Several people are gathered around the fire at night
1063	4.6	The men are talking	The men are having a conversation
1064	5.0	A woman is frying some food	Some foods are being fried by a woman
1065	4.1	A man in a red uniform is quickly jumping on a mountain bike race.	A man is participating in a bmx race
1066	4.1	A yellow dog is running down a sandy path	A dog is running
1067	4.9	A cardboard box is being touched by a man with a black hat	A man with black hat is touching a cardboard box
1068	4.7	A student with a black bag is in a crowded train	A girl with a black bag is in a crowded train
1069	4.5	A cat is playing a piano comically	A cat is playing a piano
1070	5.0	A man is playing the guitar	The guitar is being played by a man
1071	4.6	The man is driving a car carefully	The man is driving a car
1072	5.0	A young boy is playing a wind instrument	A boy, who is young, is playing a wind instrument
1073	4.1	A young child is running down a gravel road that is covered with dead leaves.	A young child is running outdoors on the fallen leaves.
1074	4.5	A shrewd badger is digging the earth	A badger is cunningly digging the earth
1075	4.6	A small girl and woman wearing a yellow shirt are being watered by a city fountain.	A small girl and a woman wearing a yellow shirt are being wet near a fountain
1076	3.9	A cat is walking on the club floor	A cat is walking on a wooden floor
1077	5.0	Eggs are being cracked in a bowl by the woman	The woman is cracking eggs in a bowl
1078	4.4	A clown is singing and people are dancing	A clown is singing
1079	4.5	Four people are sitting on a low cement railing	Some people are sitting on a low cement railing.
1080	4.8	A man is chopping an onion	A man is cutting an onion
1081	4.3	A man is dancing upside down on the ceiling	A man is dancing on the ceiling of a room.
1082	4.8	The boy is playing a guitar	A boy is playing a guitar
1083	4.4	A dog, which is large and gray, is carrying a ball in its mouth with difficulty and running through the grass.	A dog, which is large and gray, is carrying a ball in its mouth and running through the grass.
1084	4.1	Two people are carrying colorful baskets and blankets and walking next to a building.	Two people are walking with loaded baskets and blankets.
1085	4.9	A woman is looking at the view of a city	The woman is looking at the view of a city
1086	4.535	The deer is jumping over a fence	A deer is jumping over the enclosure
1087	4.9	The girl is rubbing eyeliner on her eyelid	The girl is using an eye pencil on her eyelid
1088	4.7	A young girl is dancing	A young woman is dancing
1089	4.9	Some panda is climbing	A panda is climbing
1090	4.4	Two boys on the couch are playing video games	A couple of boys are playing a video game
1091	4.9	A person is playing a piano	A piano is being played by one person
1092	4.6	A man is on a ship in front of the sunset	A man is in a boat in front of the sunset
1093	4.7	A baby is happily playing with a dog	A baby is playing with a dog
1094	5.0	An afraid little boy is on a climbing wall.	A little boy, who looks scared, is on a climbing wall
1095	4.9	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man.	A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man.
1096	4.6	A man is displaying a wee monkey	A man is showing a wee monkey
1097	4.9	A guitar is being played by a man	A man is playing the guitar
1098	5.0	A sheepdog is herding a flock of sheep	The sheepdog is herding a flock of sheep
1099	5.0	Oil is being poured into a sautese by a man	A man is pouring oil into a frying pan
1100	4.5	The woman is catching a kangaroo baby	The lady is catching the kangaroo
1101	4.5	A woman is amalgamating eggs	A woman is mixing eggs
1102	4.7	Chunks of butter are being added to the mixer	Some pieces of butter are being added in the mixer
1103	3.1	The man is taking a picture of himself and another guy	A person is holding an electronic device.
1104	4.7	Some men are playing cricket	People are playing cricket
1105	4.4	The man with brown hair is wearing sunglasses and is sitting passively at a table with soda cans and other drinks.	The man with brown hair is wearing sunglasses and is sitting at a table with soda cans and other drinks.
1106	5.0	The lady is dancing	The woman is dancing
1107	4.3	A man is shooting with a shotgun.	A man is shooting with a gun.
1108	4.9	A woman is putting skewers on a shelf.	The skewers are being placed on a shelf by a woman
1109	4.6	A boy wearing red shorts is jumping in a kiddie pool	A child is wearing red shorts and is jumping in a kiddie pool
1110	4.3	A man is carrying a tree.	A man is carrying a plant.
1111	5.0	The car is being driven by a man	A man is driving a car.
1112	4.8	A person is reading the email	Someone is reading the email
1113	4.7	A group of people are standing around a soundboard.	A group of people are standing around a stereo
1114	4.2	Two kids are playing field soccer in the park	Two kids are playing with a ball in the park
1115	4.9	A dog is chasing a ball in the grass	A ball is being chased by a dog in the grass
1116	4.9	A small boy is showing his tongue at the camera and another boy is looking at him	One small boy is showing his tongue to the camera and another boy is looking
1117	4.7	A white horse is being ridden by a man in a blue cowboy hat	A man in a blue cowboy hat is riding a white horse.
1118	4.8	A dog, which is small and black, is chasing a small brown dog	A little black dog is chasing a little brown dog
1119	4.5	Some people are dancing.	A group of people are dancing.
1120	4.9	The woman is slicing herbs	A woman is slicing herbs
1121	5.0	The machine is sharpening the end of a pencil	A machine is sharpening a pencil
1122	4.1	Man is making a handstand in the wet sand at the water&#39;s edge on the beach.	A man is holding a handstand at the beach
1123	4.8	A man is playing the drums	A man is playing the drums
1124	4.5	A child is surprisingly experiencing a new world.	A child is experiencing a new world.
1125	4.8	The man is riding a bull who is mechanical	The man is riding a mechanical bull
1126	4.185	Two white dogs are running and jumping along the beach	Two dogs are playing on the beach
1127	4.7	People are walking outside a building that has many murals	People are walking outside the building that has several murals
1128	4.7	Two boys are on the couch playing games on the television	Two boys on the couch are playing video games
1129	4.9	The person is writing	A person is writing
1130	4.7	A man is felling a tree with an ax.	A tree is being cut by a man with an ax
1131	4.8	An Asian woman among many people is carrying a black bag	An asian woman in the crowd is carrying a black bag
1132	4.9	A dog is running up the grassy hill	A dog is running up a grassy hill
1133	4.5	A brown and white animal is jumping on the sidewalk	A brown and white dog is jumping on the sidewalk
1134	4.7	A man is slowly dancing on the road.	A man is dancing on the road.
1135	4.4	A person on a bicycle is jumping through the air and the sun is shining through the bicycle frame.	The person is flying through the air on the bike
1136	5.0	A trumpet is being played by one person	A person is playing the trumpet
1137	5.0	A potato is being peeled by a woman	A woman is peeling a potato
1138	5.0	The surfer is riding a big wave	A surfer is catching a big wave
1139	4.9	The man is slicing vegetables	Vegetables are being sliced by a man.
1140	5.0	The woman is breaking two eggs in a bowl made of glass	The woman is breaking two eggs inside a glass bowl
1141	4.8	A bowl of soup is being cleaned by a chef.	A boss is cleaning a soup bowl
1142	4.2	A group of children in the basement of a church are playing maracas and tambourines	A group of children in a basement of a building are playing maracas and tambourines
1143	4.9	A man is drawing a picture	An image is being drawn by a man
1144	4.4	An old woman is standing near a dog with white coat.	An old woman is standing near a white dog
1145	3.8	Different teams are playing soccer on the field	Two teams are playing field soccer
1146	4.8	The man is carefully feeding a snake with a mouse	A snake is being fed by a mouse by a man.
1147	4.1	Military officer is shouting at recruits	An officer is talking to the soldiers
1148	4.4	A black dog is jumping from a dock to a pond	A black dog is jumping from a dock into the water
1149	5.0	A man is pouring oil into a frying pan	A man is pouring oil into a frying pan.
1150	4.6	A black dog and a tiny white and black dog are looking up to a kitchen countertop.	Two dogs are looking at a kitchen worktop
1151	4.9	The group of people are sitting on the floor outside a monument	Some people are sitting on the floor outside a monument.
1152	4.9	The white bird is landing quickly in the water	A white bird is landing quickly in the water
1153	4.0	Someone is drawing a person	The person is drawing
1154	4.4	A cat is crawling under a piece of furniture	An animal is crawling under a piece of furniture
1155	4.6	A bee is clinging to a yellow flower.	A yellow flower is being grabbed by a bee
1156	4.7	A man is taking pictures of a lake	A man is attentively taking pictures of a lake
1157	4.7	A white dog with beige spots is shooting across a field.	A white dog with beige spots is running across a field.
1158	4.6	A man is crouching and holding a camera	A person is crouching and holding the camera
1159	4.9	A woman is cutting garlic	A woman is slicing garlic
1160	4.9	A man is eating food	A man is eating some food
1161	4.5	The woman is catching a kangaroo that is small	The woman is catching a kangaroo baby
